PLAYER,,TEAM,2026,CH 25-26,ST 25-26,2027,CH 26-27,ST 26-27,TEAM STATUS,CAP SPACE,RAT 365,NO TRADE,RESTRICTIONS,1st APRON,HARD CAP 1st?,2nd APRON,HARD CAP 2nd?,NOT AGGREGATED,POISON PILL,EXCEPTION,TAX ROOM,OUT?,REASON,LOGO,HEADSHOT,POSITION,AGE,GAMES,END,TOTAL GUARANTEED,TRADE KICKER,UNLIKELY BONUS,NO TRADE TO,TEAM,SALARIES,CAP HOLDS,DEAD MONEY,CAP SPACE,CAP SPACE NO HOLDS,TAX LIMIT,TAX APRON,PLAYERS,FULL TIME,TWO-WAYS,GUARANTEED,10-DAY,NOT G,CAP HOLD ROSTER,ACTIVE SALARIES (CH),DEAD MONEY,CAP HOLD,CAP SPACE,TAX,1st APRON,HARD CAP 1st?,2nd APRON,HARD CAP 2nd?,STATUS,,TRADE EXCEPTION,DATE,VALUE,,DRAFT TEAM,ROUND,DRAFT YEAR,SURE PICK?,NOTES,LINKED TO,,DRAFT RIGHTS,DRAFTED YEAR,TEAM RIGHTS,,Jonathan Kuminga,,Out,Left Knee Bone Bruise,,,Cole Anthony,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630175.png,,,,,,,Cole Anthony,Cole Anthony,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630175.png,,,TEAM,SALARIES,CAP HOLDS,DEAD MONEY,CAP SPACE,CAP SPACE NO HOLDS,TAX LIMIT,TAX APRON,PLAYERS,FULL TIME,TWO-WAYS,GUARANTEED,10-DAY,NOT G,CAP HOLD ROSTER,ACTIVE SALARIES (CH),DEAD MONEY,CAP HOLD,CAP SPACE,TAX,1st APRON,HARD CAP 1st?,2nd APRON,HARD CAP 2nd?,,TEAM,WAIVED,2025-26,2026-27,2027-28,2028-29,2029-30,2030-31
Karlo Matkovic,,New Orleans,"$1,955,377","$1,955,377",GUARANTEED,"$2,296,271",$0,TEAM OPT,BELOW TAX,"-$33,067,475",4.03,,,"$1,521,340",HC 1st,"$13,400,340",,,,Second Round Exception,"$211,559",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nop/nop_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631255.png,C,25-74,62,2027,"$1,955,377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orlando,2nd,2031,YES,Best between NOP and ORL,,,,,,,,,,,,,Hunter Sallis,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642282.png,,,,,,,Hunter Sallis,Hunter Sallis,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642282.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micah Peavy,,New Orleans,"$1,272,870","$1,272,870",GUARANTEED,"$2,150,917","$2,150,917",GUARANTEED,BELOW TAX,"-$33,067,475",1.84,,,"$1,521,340",HC 1st,"$13,400,340",,,,Second Round Exception,"$211,559",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nop/nop_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642877.png,SG,24-331,61,2029,"$3,423,787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orlando,2nd,2032,YES,Own pick,,,,,,,,,,,,,Collin Sexton,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629012.png,,,,,,,Collin Sexton,Collin Sexton,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629012.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryce McGowens,,New Orleans,"$724,598","$724,598",GUARANTEED,"$2,584,539","$2,584,539",GUARANTEED,BELOW TAX,"-$33,067,475",3.03,,,"$1,521,340",HC 1st,"$13,400,340",,,,Mid-Level Exception,"$211,559",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nop/nop_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631121.png,SG,23-216,42,2028,"$3,309,137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,1st,2026,,"If HOU is 5-30, second-best between HOU, LAC and OKC",,,,,,,,,,,,,Rocco Zikarsky,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642911.png,,,,,,,Rocco Zikarsky,Rocco Zikarsky,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642911.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Alexander,,New Orleans,"$636,435",$0,TWO-WAY,,,,BELOW TAX,"-$33,067,475",0.32,,,"$1,521,340",HC 1st,"$13,400,340",,,,,"$211,559",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nop/nop_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641725.png,SG,23-41,9,2026,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,1st,2026,,Own pick (if Top-4),2028,,,,,,,,,,,,Will Richard,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642954.png,,,,,,,Will Richard,Will Richard,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642954.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter Dickinson,,New Orleans,"$636,435",$0,TWO-WAY,,,,BELOW TAX,"-$33,067,475",0.03,,,"$1,521,340",HC 1st,"$13,400,340",,,,,"$211,559",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nop/nop_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630621.png,C,25-199,5,2026,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,1st,2027,,"Own pick (if Top-4, or conveyed in 2026)",2026,,,,,,,,,,,,Jaylen Clark,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641740.png,,,,,,,Jaylen Clark,Jaylen Clark,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641740.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Oduro,,New Orleans,"$128,686",$0,TWO-WAY,,,,BELOW TAX,"-$33,067,475",0.22,,,"$1,521,340",HC 1st,"$13,400,340",,,,,"$211,559",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nop/nop_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/gleague/1040x760/1642490.png,,25-241,3,2026,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,1st,2028,,From LA Clippers,,,,,,,,,,,,,Zach Lavine,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203897.png,,,,,,,Zach Lavine,Zach Lavine,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203897.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karl-Anthony Towns,,New York,"$53,142,264","$53,142,264",GUARANTEED,"$57,078,728","$57,078,728",GUARANTEED,1ST APRON,"-$52,807,263",22.04,,,"-$11,509,263",,"$369,737",HC 2nd,,,Bird Exception,"-$19,559,263",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nyk/nyk_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626157.png,C,30-210,94,2028,"$171,236,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,1st,2028,YES,"Own pick (if Top-8). If 9-30, only if 2026 first-round didn't convey in 2026",2027,,,,,,,,,,,,De'Andre Hunter,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629631.png,,,,,,,De'Andre Hunter,De'Andre Hunter,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629631.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG Anunoby,,New York,"$39,568,966","$39,568,966",GUARANTEED,"$42,500,000","$42,500,000",GUARANTEED,1ST APRON,"-$52,807,263",16.88,,,"-$11,509,263",,"$369,737",HC 2nd,,,Bird Exception,"-$19,559,263",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nyk/nyk_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628384.png,SF,28-330,84,2029,"$175,862,068",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,1st,2029,YES,Best between LAC (if 5-30) and PHI,,,,,,,,,,,,,Nikola Jovic,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631107.png,,,,,,,Nikola Jovic,Nikola Jovic,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631107.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Brunson,,New York,"$34,944,001","$34,944,001",GUARANTEED,"$37,739,521","$37,739,521",GUARANTEED,1ST APRON,"-$52,807,263",24.60,,,"-$11,509,263",,"$369,737",HC 2nd,,,Bird Exception,"-$19,559,263",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nyk/nyk_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628973.png,PG,29-285,93,2029,"$156,549,124",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,1st,2030,YES,Own pick,,,,,,,,,,,,,Maxime Raynaud,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642875.png,,,,,,,Maxime Raynaud,Maxime Raynaud,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642875.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikal Bridges,,New York,"$24,900,000","$24,900,000",GUARANTEED,"$33,482,145","$33,482,145",GUARANTEED,1ST APRON,"-$52,807,263",16.48,,,"-$11,509,263",,"$369,737",HC 2nd,,,,"-$19,559,263",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nyk/nyk_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628969.png,SF,29-286,101,2030,"$174,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,1st,2031,YES,Own pick,,,,,,,,,,,,,Thomas Sorber,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642850.png,,,,,,,Thomas Sorber,Thomas Sorber,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642850.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Hart,,New York,"$19,472,240","$19,472,240",GUARANTEED,"$20,923,760","$20,923,760",GUARANTEED,1ST APRON,"-$52,807,263",13.93,,,"-$11,509,263",,"$369,737",HC 2nd,,,Bird Exception,"-$19,559,263",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nyk/nyk_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628404.png,SF,31-98,85,2028,"$40,396,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,1st,2032,YES,Own pick,,,,,,,,,,,,,Tim Hardaway Jr,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203501.png,,,,,,,Tim Hardaway Jr,Tim Hardaway Jr,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203501.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Robinson,,New York,"$12,954,546","$12,954,546",GUARANTEED,,,,1ST APRON,"-$52,807,263",9.56,,,"-$11,509,263",,"$369,737",HC 2nd,,,Bird Exception,"-$19,559,263",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nyk/nyk_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629011.png,C,28-72,78,2026,"$12,954,546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,2nd,2027,YES,"Best between HOU, IND, MIA and OKC",,,,,,,,,,,,,Vladislav Goldin,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642884.png,,,,,,,Vladislav Goldin,Vladislav Goldin,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642884.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Alvarado,,New York,"$4,500,000","$4,500,000",GUARANTEED,"$4,500,000","$4,500,000",PLAYER OPT,1ST APRON,"-$52,807,263",6.09,,,"-$11,509,263",,"$369,737",HC 2nd,,,Bird Exception,"-$19,559,263",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nyk/nyk_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630631.png,PG,28-61,86,2027,"$9,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,2nd,2027,YES,Own pick (if PHI 2027 first-round pick has conveyed),,,,,,,,,,,,,Jalen Johnson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630552.png,,,,,,,Jalen Johnson,Jalen Johnson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630552.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles McBride,,New York,"$4,333,333","$4,333,333",GUARANTEED,"$3,956,523","$3,956,523",GUARANTEED,1ST APRON,"-$52,807,263",5.78,,,"-$11,509,263",,"$369,737",HC 2nd,,,,"-$19,559,263",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nyk/nyk_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630540.png,PG,25-277,59,2027,"$8,289,856",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,2nd,2027,YES,Best between GSW and PHX,,,,,,,,,,,,,Nigel Hayes,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628502.png,,,,,,,Nigel Hayes,Nigel Hayes,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628502.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Clarkson,,New York,"$3,634,153","$2,296,274",GUARANTEED,,,,1ST APRON,"-$52,807,263",6.36,,,"-$11,509,263",,"$369,737",HC 2nd,,,Minimum Salary Exception,"-$19,559,263",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nyk/nyk_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203903.png,SG,34-5,90,2026,"$3,634,153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,2nd,2028,YES,From Oklahoma City,,,,,,,,,,,,,O-Max Prosper,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641765.png,,,,,,,Olivier-Maxence Prosper,O-Max Prosper,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641765.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landry Shamet,,New York,"$3,080,921","$2,296,274",GUARANTEED,,,,1ST APRON,"-$52,807,263",6.10,,,"-$11,509,263",,"$369,737",HC 2nd,,,Minimum Salary Exception,"-$19,559,263",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nyk/nyk_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629013.png,SG,29-91,69,2026,"$3,080,921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,2nd,2028,YES,From Milwaukee,,,,,,,,,,,,,Quenton Jackson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631245.png,,,,,,,Quenton Jackson,Quenton Jackson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631245.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacome Dadiet,,New York,"$2,847,600","$2,847,600",GUARANTEED,"$2,983,680","$2,983,680",GUARANTEED,1ST APRON,"-$52,807,263",0.75,,,"-$11,509,263",,"$369,737",HC 2nd,,,Rookie Exception,"-$19,559,263",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nyk/nyk_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642359.png,SF,20-320,36,2028,"$5,831,280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,2nd,2028,YES,Own pick (if PHI 2028 first-round pick is not Top-8),,,,,,,,,,,,,Miles Mcbride,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630540.png,,,,,,,Miles Mcbride,Miles Mcbride,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630540.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Kolek,,New York,"$2,191,897","$2,191,897",GUARANTEED,"$2,296,271","$2,296,271",GUARANTEED,1ST APRON,"-$52,807,263",3.84,,,"-$11,509,263",,"$369,737",HC 2nd,,,Second Round Exception,"-$19,559,263",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nyk/nyk_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642278.png,PG,25-77,71,2028,"$4,488,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,2nd,2028,YES,From Detroit (if 56-60),,,,,,,,,,,,,Ja Morant,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629630.png,,,,,,,Ja Morant,Ja Morant,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629630.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariel Hukporti,,New York,"$1,955,377","$1,955,377",GUARANTEED,,,,1ST APRON,"-$52,807,263",2.18,,,"-$11,509,263",,"$369,737",HC 2nd,,,Minimum Salary Exception,"-$19,559,263",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nyk/nyk_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630574.png,C,24-61,64,2026,"$1,955,377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,2nd,2028,YES,From Golden State,,,,,,,,,,,,,Kevon Harris,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630284.png,,,,,,,Kevon Harris,Kevon Harris,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630284.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Diawara,,New York,"$1,272,870","$1,272,870",GUARANTEED,,,,1ST APRON,"-$52,807,263",2.52,,,"-$11,509,263",,"$369,737",HC 2nd,,,Minimum Salary Exception,"-$19,559,263",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nyk/nyk_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642885.png,PF,21-44,75,2026,"$1,272,870",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,2nd,2029,YES,Own pick,,,,,,,,,,,,,Harrison Barnes,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203084.png,,,,,,,Harrison Barnes,Harrison Barnes,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203084.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Sochan,,New York,"$806,628","$778,622",GUARANTEED,,,,1ST APRON,"-$52,807,263",2.23,,,"-$11,509,263",,"$369,737",HC 2nd,,,Minimum Salary Exception,"-$19,559,263",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nyk/nyk_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631110.png,SG,23-23,51,2026,"$806,628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,2nd,2030,YES,Best between PHX and POR,,,,,,,,,,,,,Klay Thompson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202691.png,,,,,,,Klay Thompson,Klay Thompson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202691.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin McCullar,,New York,"$636,435",$0,TWO-WAY,,,,1ST APRON,"-$52,807,263",0.48,,,"-$11,509,263",,"$369,737",HC 2nd,,,,"-$19,559,263",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nyk/nyk_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641755.png,SF,25-79,21,2026,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,2nd,2030,YES,From Washington,,,,,,,,,,,,,Jonathan Mogbo,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642367.png,,,,,,,Jonathan Mogbo,Jonathan Mogbo,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642367.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Jemison,,New York,"$636,435",$0,TWO-WAY,,,,1ST APRON,"-$52,807,263",0.11,,,"-$11,509,263",,"$369,737",HC 2nd,,,,"-$19,559,263",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nyk/nyk_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641998.png,C,26-197,13,2026,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,2nd,2031,YES,Own pick,,,,,,,,,,,,,David Jones,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642357.png,,,,,,,David Jones,David Jones,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642357.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dillon Jones,,New York,"$267,022",$0,TWO-WAY,,,,1ST APRON,"-$52,807,263",0.17,,,"-$11,509,263",,"$369,737",HC 2nd,,,,"-$19,559,263",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/nyk/nyk_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641794.png,SF,24-226,9,2026,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,2nd,2032,YES,Worst between MEM and PHI,,,,,,,,,,,,,Naji Marshall,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630230.png,,,,,,,Naji Marshall,Naji Marshall,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630230.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shai Gilgeous-Alexander,,Oklahoma City,"$38,333,050","$38,333,050",GUARANTEED,"$40,806,150","$40,806,150",GUARANTEED,BELOW TAX,"-$30,862,463",30.67,,7/7/2026,"$9,287,466",,"$21,166,466",,,,Bird Exception,"$2,385,637",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/okc/okc_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628983.png,PG,27-335,87,2031,"$364,545,306",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phoenix,1st,2027,YES,"Worst between CLE, MIN and UTA",,,,,,,,,,,,,Adou Thiero,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642876.png,,,,,,,Adou Thiero,Adou Thiero,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642876.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Hartenstein,,Oklahoma City,"$28,500,000","$28,500,000",GUARANTEED,"$28,500,000",$0,TEAM OPT,BELOW TAX,"-$30,862,463",10.59,,,"$9,287,466",,"$21,166,466",,,,,"$2,385,637",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/okc/okc_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628392.png,C,28-38,66,2027,"$28,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phoenix,1st,2028,YES,"Worst between BKN, PHI (9-30, if 2026 first-round pick conveyed), PHX and WAS",,,,,,,,,,,,,Jul. Champagnie,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630577.png,,,,,,,Julian Champagnie,Jul. Champagnie,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630577.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luguentz Dort,,Oklahoma City,"$17,222,222","$17,222,222",GUARANTEED,"$17,222,222",$0,TEAM OPT,BELOW TAX,"-$30,862,463",6.91,,,"$9,287,466",,"$21,166,466",,,,Bird Exception,"$2,385,637",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/okc/okc_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629652.png,SG,27-54,88,2027,"$17,222,222",,"$1,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phoenix,1st,2030,YES,"Worst between MEM, PHX and WAS",,,,,,,,,,,,,Kenrich Williams,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629026.png,,,,,,,Kenrich Williams,Kenrich Williams,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629026.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Caruso,,Oklahoma City,"$18,102,100","$18,102,100",GUARANTEED,"$19,550,160","$19,550,160",GUARANTEED,BELOW TAX,"-$30,862,463",7.12,,,"$9,287,466",,"$21,166,466",,,,Bird Exception,"$2,385,637",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/okc/okc_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627936.png,SG,32-104,75,2029,"$81,097,060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phoenix,1st,2032,YES,Untradeable,,,,,,,,,,,,,Nikola Djurisic,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642365.png,,,,,,,Nikola Djurisic,Nikola Djurisic,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642365.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
