PLAYER,,TEAM,2026,CH 25-26,ST 25-26,2027,CH 26-27,ST 26-27,TEAM STATUS,CAP SPACE,RAT 365,NO TRADE,RESTRICTIONS,1st APRON,HARD CAP 1st?,2nd APRON,HARD CAP 2nd?,NOT AGGREGATED,POISON PILL,EXCEPTION,TAX ROOM,OUT?,REASON,LOGO,HEADSHOT,POSITION,AGE,GAMES,END,TOTAL GUARANTEED,TRADE KICKER,UNLIKELY BONUS,NO TRADE TO,TEAM,SALARIES,CAP HOLDS,DEAD MONEY,CAP SPACE,CAP SPACE NO HOLDS,TAX LIMIT,TAX APRON,PLAYERS,FULL TIME,TWO-WAYS,GUARANTEED,10-DAY,NOT G,CAP HOLD ROSTER,ACTIVE SALARIES (CH),DEAD MONEY,CAP HOLD,CAP SPACE,TAX,1st APRON,HARD CAP 1st?,2nd APRON,HARD CAP 2nd?,STATUS,,TRADE EXCEPTION,DATE,VALUE,,DRAFT TEAM,ROUND,DRAFT YEAR,SURE PICK?,NOTES,LINKED TO,,DRAFT RIGHTS,DRAFTED YEAR,TEAM RIGHTS,,Jonathan Kuminga,,Out,Left Knee Bone Bruise,,,Cole Anthony,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630175.png,,,,,,,Cole Anthony,Cole Anthony,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630175.png,,,TEAM,SALARIES,CAP HOLDS,DEAD MONEY,CAP SPACE,CAP SPACE NO HOLDS,TAX LIMIT,TAX APRON,PLAYERS,FULL TIME,TWO-WAYS,GUARANTEED,10-DAY,NOT G,CAP HOLD ROSTER,ACTIVE SALARIES (CH),DEAD MONEY,CAP HOLD,CAP SPACE,TAX,1st APRON,HARD CAP 1st?,2nd APRON,HARD CAP 2nd?,,TEAM,WAIVED,2025-26,2026-27,2027-28,2028-29,2029-30,2030-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruno Fernando,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628981.png,,,,,,,Bruno Fernando,Bruno Fernando,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628981.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alondes Williams,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631214.png,,,,,,,Alondes Williams,Alondes Williams,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631214.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cole Swider,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631306.png,,,,,,,Cole Swider,Cole Swider,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631306.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJ Dozier,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628408.png,,,,,,,PJ Dozier,PJ Dozier,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628408.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malevy Leons,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642502.png,,,,,,,Malevy Leons,Malevy Leons,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642502.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malachi Flynn,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630201.png,,,,,,,Malachi Flynn,Malachi Flynn,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630201.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Butler,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631219.png,,,,,,,John Butler,John Butler,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631219.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Killian Hayes,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630165.png,,,,,,,Killian Hayes,Killian Hayes,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630165.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terry Taylor,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630678.png,,,,,,,Terry Taylor,Terry Taylor,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630678.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skal Labissiere,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627746.png,,,,,,,Skal Labissiere,Skal Labissiere,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627746.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elijah Hughes,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630190.png,,,,,,,Javon Freeman-Liberty,Elijah Hughes,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630190.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Funk,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641847.png,,,,,,,Andrew Funk,Andrew Funk,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641847.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jalen Mcdaniels,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629667.png,,,,,,,Jalen Mcdaniels,Jalen Mcdaniels,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629667.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reggie Bullock,https://i.imgur.com/Dcr3IrY.png,,,,,,,Reggie Bullock,Reggie Bullock,https://i.imgur.com/Dcr3IrY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timmy Allen,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641851.png,,,,,,,Timmy Allen,Timmy Allen,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641851.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesley Matthews,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202083.png,,,,,,,Wesley Matthews,Wesley Matthews,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202083.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oshae Brissett,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png,,,,,,,Oshae Brissett,Oshae Brissett,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terquavion Smith,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631173.png,,,,,,,Terquavion Smith,Terquavion Smith,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631173.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isaiah Mobley,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630600.png,,,,,,,Isaiah Mobley,Isaiah Mobley,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630600.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henri Drell,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630929.png,,,,,,,Henri Drell,Henri Drell,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630929.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcus Garrett,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630585.png,,,,,,,Marcus Garrett,Marcus Garrett,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630585.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yuri Collins,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641879.png,,,,,,,Yuri Collins,Yuri Collins,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641879.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jahlil Okafor,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626143.png,,,,,,,Jahlil Okafor,Jahlil Okafor,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626143.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ron Harper Jr,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631199.png,,,,,,,Ron Harper Jr,Ron Harper Jr,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631199.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631111.png,,,,,,,Wendell Moore,Wendell Moore,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631111.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garrison Mathews,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629726.png,,,,,,,Garrison Mathews,Garrison Mathews,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629726.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seth Curry,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203552.png,,,,,,,Seth Curry,Seth Curry,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203552.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damion Baugh,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641878.png,,,,,,,Damion Baugh,Damion Baugh,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641878.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jahmir Young,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642443.png,,,,,,,Jahmir Young,Jahmir Young,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642443.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D. Plowden,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631342.png,,,,,,,Daeqwon Plowden,D. Plowden,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631342.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lester Quinones,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631311.png,,,,,,,Lester Quinones,Lester Quinones,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631311.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zyon Pullin,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642389.png,,,,,,,Zyon Pullin,Zyon Pullin,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642389.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethan Thompson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630679.png,,,,,,,Ethan Thompson,Ethan Thompson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630679.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T. Horton-Tucker,,,,,,,,Talen Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Kuminga,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630228.png,,,,,,,Jonathan Kuminga,J. Kuminga,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630228.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marjon Beauchamp,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630699.png,,,,,,,MarJon Beauchamp,Marjon Beauchamp,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630699.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Robinson-Earl,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630526.png,,,,,,,Jeremiah Robinson-Earl,J. Robinson-Earl,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630526.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patty Mills,,,,,,,,Patrick Mills,Patty Mills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CJ Fulton,https://i.imgur.com/l9otomm.png,,,,,,,CJ Fulton,CJ Fulton,https://i.imgur.com/l9otomm.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steve Settle,https://i.imgur.com/enq5959.png,,,,,,,Steve Settle,Steve Settle,https://i.imgur.com/enq5959.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isaiah Roby,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629676.png,,,,,,,Isaiah Roby,Isaiah Roby,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629676.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adama Bal,https://i.imgur.com/zhsvmm4.png,,,,,,,Adama Bal,Adama Bal,https://i.imgur.com/zhsvmm4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremiah Tilmon,https://ak-static.cms.nba.com/wp-content/uploads/headshots/gleague/1040x760/1630777.png,,,,,,,Jeremiah Tilmon,Jeremiah Tilmon,https://ak-static.cms.nba.com/wp-content/uploads/headshots/gleague/1040x760/1630777.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harrison Ingram,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631127.png,,,,,,,Harrison Ingram,Harrison Ingram,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631127.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cam Thomas,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630560.png,,,,,,,Cam Thomas,Cam Thomas,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630560.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enrique Freeman,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642402.png,,,,,,,Enrique Freeman,Enrique Freeman,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642402.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Ducas,,,,,,,,Alex Ducas,Alex Ducas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cody Martin,https://cdn.nba.com/headshots/nba/latest/1040x760/1628998.png,,,,,,,Cody Martin,Cody Martin,https://cdn.nba.com/headshots/nba/latest/1040x760/1628998.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maxwell Lewis,,,,,,,,Maxwell Lewis,Maxwell Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richaun Holmes,,,,,,,,Richaun Holmes,Richaun Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije Micic,,,,,,,,Vasilije Micic,Vasilije Micic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russell Westbrook,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201566.png,,,,,,,Russell Westbrook,Russell Westbrook,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201566.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cory Joseph,,,,,,,,Cory Joseph,Cory Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pj Tucker,,,,,,,,Pj Tucker,Pj Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dru Smith,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630696.png,,,,,,,Dru Smith,Dru Smith,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630696.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ben Simmons,,,,,,,,Ben Simmons,Ben Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emoni Bates,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641734.png,,,,,,,Emoni Bates,Emoni Bates,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641734.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tristen Newton,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641803.png,,,,,,,Tristen Newton,Tristen Newton,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641803.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trevelin Queen,,,,,,,,Jalen Hood-Schifino,Trevelin Queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BJ Boston,,,,,,,,BJ Boston,BJ Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
